ubigeo,departamento,provincia,distrito,ELECTORES_HABIL,TOT_CIUDADANOS_VOTARON,POR_CIUDADANOS_VOTARON,POR_ACTAS_CONTABILIZADAS,POR_ACTAS_PROCESADAS,ACTAS_PROCESADAS,POR_PROCESAR,CONTABILIZA,POR_POR_PROCESAR,N_CANDIDATOS,date_upd,hour_upd,pct_avance
210704,PUNO,LAMPA,NICASIO,6256,3012,48.146,88.462,100,26,0,23,0,0,2021-04-13,12:16,91.0945
210705,PUNO,LAMPA,OCUVIRI,1904,1142,59.979,100,100,7,0,7,0,0,2021-04-13,12:16,91.0945
210706,PUNO,LAMPA,PALCA,8608,4056,47.119,93.75,100,32,0,30,0,0,2021-04-13,12:16,91.0945
210801,PUNO,MELGAR,AYAVIRI,22782,16041,70.411,97.436,100,78,0,76,0,0,2021-04-13,12:16,91.0945
210802,PUNO,MELGAR,ANTAUTA,7828,5311,67.846,96.429,100,28,0,27,0,0,2021-04-13,12:16,91.0945
210803,PUNO,MELGAR,CUPI,7845,5098,64.984,100,100,27,0,27,0,0,2021-04-13,12:16,91.0945
210804,PUNO,MELGAR,LLALLI,2462,1517,61.617,90,100,10,0,9,0,0,2021-04-13,12:16,91.0945
210805,PUNO,MELGAR,MACARI,14459,10081,69.721,98.077,100,52,0,51,0,0,2021-04-13,12:16,91.0945
210901,PUNO,MOHO,MOHO,7201,5394,74.906,96.154,100,26,0,25,0,0,2021-04-13,12:16,91.0945
210902,PUNO,MOHO,CONIMA,2855,2095,73.38,100,100,10,0,10,0,0,2021-04-13,12:16,91.0945
210903,PUNO,MOHO,HUAYRAPATA,1710,1322,77.31,100,100,6,0,6,0,0,2021-04-13,12:16,91.0945
210904,PUNO,MOHO,TILALI,807,607,75.217,100,100,3,0,3,0,0,2021-04-13,12:16,91.0945
211001,PUNO,SAN ANTONIO DE PUTINA,PUTINA,11732,8977,76.517,100,100,40,0,40,0,0,2021-04-13,12:16,91.0945
211002,PUNO,SAN ANTONIO DE PUTINA,ANANEA,1911,1363,71.324,100,100,7,0,7,0,0,2021-04-13,12:16,91.0945
211003,PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,1782,1364,76.543,85.714,100,7,0,6,0,0,2021-04-13,12:16,91.0945
211004,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,7058,4778,67.696,92.857,100,28,0,26,0,0,2021-04-13,12:16,91.0945
211005,PUNO,SAN ANTONIO DE PUTINA,SINA,4867,3599,73.947,94.737,100,19,0,18,0,0,2021-04-13,12:16,91.0945
220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,95375,72702,76.228,98.762,100,323,0,319,0,0,2021-04-13,12:16,91.0945
220102,SAN MARTIN,MOYOBAMBA,CALZADA,3499,2892,82.652,92.857,100,14,0,13,0,0,2021-04-13,12:16,91.0945
220104,SAN MARTIN,MOYOBAMBA,JEPELACIO,2370,1905,80.38,100,100,8,0,8,0,0,2021-04-13,12:16,91.0945
220201,SAN MARTIN,BELLAVISTA,BELLAVISTA,2619,1998,76.289,100,100,9,0,9,0,0,2021-04-13,12:16,91.0945
220205,SAN MARTIN,BELLAVISTA,SAN PABLO,566,425,75.088,100,100,2,0,2,0,0,2021-04-13,12:16,91.0945
220206,SAN MARTIN,BELLAVISTA,SAN RAFAEL,549,362,65.938,100,100,2,0,2,0,0,2021-04-13,12:16,91.0945
220301,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,2237,1702,76.084,100,100,8,0,8,0,0,2021-04-13,12:16,91.0945
220302,SAN MARTIN,EL DORADO,AGUA BLANCA,2310,1755,75.974,88.889,100,9,0,8,0,0,2021-04-13,12:16,91.0945
220303,SAN MARTIN,EL DORADO,SAN MARTIN,3708,2586,69.741,100,100,13,0,13,0,0,2021-04-13,12:16,91.0945
220401,SAN MARTIN,HUALLAGA,SAPOSOA,1771,1230,69.452,85.714,100,7,0,6,0,0,2021-04-13,12:16,91.0945
220402,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,1008,696,69.048,100,100,4,0,4,0,0,2021-04-13,12:16,91.0945
220403,SAN MARTIN,HUALLAGA,EL ESLABON,333,228,68.468,100,100,2,0,2,0,0,2021-04-13,12:16,91.0945
220404,SAN MARTIN,HUALLAGA,PISCOYACU,660,459,69.545,100,100,3,0,3,0,0,2021-04-13,12:16,91.0945
220405,SAN MARTIN,HUALLAGA,SACANCHE,495,365,73.737,66.667,100,3,0,2,0,0,2021-04-13,12:16,91.0945
220406,SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA,1085,739,68.111,100,100,4,0,4,0,0,2021-04-13,12:16,91.0945
230101,TACNA,TACNA,TACNA,74058,54623,73.757,96.552,100,261,0,252,0,0,2021-04-13,12:16,91.0945
230102,TACNA,TACNA,ALTO DE LA ALIANZA,16238,12541,77.232,94.828,100,58,0,55,0,0,2021-04-13,12:16,91.0945
230103,TACNA,TACNA,CALANA,6831,5213,76.314,100,100,23,0,23,0,0,2021-04-13,12:16,91.0945
230104,TACNA,TACNA,CIUDAD NUEVA,5348,4229,79.076,94.737,100,19,0,18,0,0,2021-04-13,12:16,91.0945
230105,TACNA,TACNA,INCLAN,6822,5234,76.722,96,100,25,0,24,0,0,2021-04-13,12:16,91.0945
230106,TACNA,TACNA,PACHIA,3512,2780,79.157,92.308,100,13,0,12,0,0,2021-04-13,12:16,91.0945
230201,TACNA,CANDARAVE,CANDARAVE,8654,6224,71.92,100,100,31,0,31,0,0,2021-04-13,12:16,91.0945
230202,TACNA,CANDARAVE,CAIRANI,2613,1817,69.537,100,100,11,0,11,0,0,2021-04-13,12:16,91.0945
230203,TACNA,CANDARAVE,CAMILACA,4074,3077,75.528,100,100,14,0,14,0,0,2021-04-13,12:16,91.0945
230301,TACNA,JORGE BASADRE,LOCUMBA,14628,10582,72.341,98,100,50,0,49,0,0,2021-04-13,12:16,91.0945
230302,TACNA,JORGE BASADRE,ILABAYA,2447,1959,80.057,100,100,9,0,9,0,0,2021-04-13,12:16,91.0945
230303,TACNA,JORGE BASADRE,ITE,4025,3220,80,87.5,100,16,0,14,0,0,2021-04-13,12:16,91.0945
240101,TUMBES,TUMBES,TUMBES,352408,267678,75.957,92.818,100,1267,0,1176,0,0,2021-04-13,12:16,91.0945
240102,TUMBES,TUMBES,CORRALES,69680,49959,71.698,94.715,100,246,0,233,0,0,2021-04-13,12:16,91.0945
240103,TUMBES,TUMBES,LA CRUZ,6659,4412,66.256,95.833,100,24,0,23,0,0,2021-04-13,12:16,91.0945
240104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,42518,32807,77.16,95.302,99.329,148,1,142,0.671,0,2021-04-13,12:16,91.0945
240105,TUMBES,TUMBES,SAN JACINTO,56132,39669,70.671,96.41,100,195,0,188,0,0,2021-04-13,12:16,91.0945
240106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,215477,162701,75.507,92.894,100,774,0,719,0,0,2021-04-13,12:16,91.0945
250101,UCAYALI,CORONEL PORTILLO,CALLERIA,121702,85303,70.092,95.105,100,429,0,408,0,0,2021-04-13,12:16,91.0945
250102,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,73110,50840,69.539,96.863,100,255,0,247,0,0,2021-04-13,12:16,91.0945
250103,UCAYALI,CORONEL PORTILLO,IPARIA,8151,3601,44.179,82.857,100,35,0,29,0,0,2021-04-13,12:16,91.0945
250104,UCAYALI,CORONEL PORTILLO,MASISEA,12576,8596,68.352,97.674,100,43,0,42,0,0,2021-04-13,12:16,91.0945
250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,9029,4045,44.8,96.97,100,33,0,32,0,0,2021-04-13,12:16,91.0945
250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,4634,2747,59.279,94.118,100,17,0,16,0,0,2021-04-13,12:16,91.0945
250107,UCAYALI,CORONEL PORTILLO,MANANTAY,56157,39473,70.29,95.918,100,196,0,188,0,0,2021-04-13,12:16,91.0945
250201,UCAYALI,ATALAYA,RAIMONDI,21770,14382,66.063,91.25,100,80,0,73,0,0,2021-04-13,12:16,91.0945
250202,UCAYALI,ATALAYA,SEPAHUA,9237,5960,64.523,91.176,100,34,0,31,0,0,2021-04-13,12:16,91.0945
250203,UCAYALI,ATALAYA,TAHUANIA,6779,4353,64.213,92,100,25,0,23,0,0,2021-04-13,12:16,91.0945
250204,UCAYALI,ATALAYA,YURUA,4585,3470,75.682,88.889,100,18,0,16,0,0,2021-04-13,12:16,91.0945
250301,UCAYALI,PADRE ABAD,PADRE ABAD,25141,13165,52.365,100,100,85,0,85,0,0,2021-04-13,12:16,91.0945
250302,UCAYALI,PADRE ABAD,IRAZOLA,6588,2967,45.036,100,100,23,0,23,0,0,2021-04-13,12:16,91.0945
250303,UCAYALI,PADRE ABAD,CURIMANA,0,0,0,0,0,0,5,0,100,0,2021-04-13,12:16,91.0945
250304,UCAYALI,PADRE ABAD,NESHUYA,4713,2657,56.376,100,100,16,0,16,0,0,2021-04-13,12:16,91.0945
250401,UCAYALI,PURUS,PURUS,2827,1323,46.799,90.909,100,11,0,10,0,0,2021-04-13,12:16,91.0945
